BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
#N/A,false,#N/A,#N/A,#N/A,Generator Set,true,true,true,Skid-Mounted Radiator Assembly,FESBA-PM-RAD,Each,#N/A,FESBA-PM-RAD,#N/A,EACH
Fuel Cell PC,false,Allowed,"The fuel cell power module combines the fuel cell stack, as well as the subsystems for the hydrogen and air supplies, the cooling circuit, and current supply in one compact module.",/resource/FuelCell,Generator Set,true,true,false,Fuel Cell Power Module 700,FUCEL,Each,#N/A,FUCEL,Bundle,EACH
#N/A,false,Allowed,"These lower power range generator sets are built with the same engineering and system expertise as our larger gensets, featuring low fuel consumption, high efficiency and outstanding reliability.",/resource/1736281665000/generators/400kw.png,Generator Set,true,true,false,GAMD Generator Set,GAMD-FRD,#N/A,#N/A,GAMD-FRD,Bundle,#N/A
MiscGen,false,#N/A,"Electrical conduit pipes (PVC, EMT, or rigid metal).
Couplings, connectors, and fittings for conduits.
Cable glands for sealing cable entry points.",#N/A,#N/A,true,false,false,Conduits and Fittings,Generator-Conduit,#N/A,#N/A,Generator-Conduit,#N/A,#N/A
MiscGen,false,Allowed,High-capacity power cables for generator-to-panel connections.,#N/A,#N/A,true,false,false,Wiring & Cables,Generator-Wiring,#N/A,#N/A,Generator-Wiring,#N/A,#N/A
Buckets PC,false,Allowed,Enhanced bucket shape allows material to flow more easily. Tapered bucket sidewalls allow for easy dumping of sticky material.,/resource/1743026441000/GeneralBucket?,#N/A,true,true,false,General Purpose Bucket,GP-Bucket,#N/A,#N/A,GP-Bucket,#N/A,#N/A
#N/A,false,Allowed,"Ensure the safety and efficiency of your heavy equipment with our GPS Tracker Subscription, offering real-time location tracking, comprehensive usage reports, and maintenance alerts to maximize operational uptime.",/resource/1743026472000/GPSTracker?,#N/A,true,true,true,GPS Tracker Subscription,GPST,#N/A,#N/A,GPST,#N/A,#N/A
#N/A,false,#N/A,"A highly corrosive, strong mineral acid",/resource/1743027236000/H2SO4IBC?,Chemical,true,false,false,Sulfuric Acid (H2SO4) - 1000L IBC,H2SO4-1000L-IBC,#N/A,#N/A,H2SO4-1000L-IBC,#N/A,1000L-IBC
#N/A,false,#N/A,"A highly corrosive, strong mineral acid",/resource/1743027276000/H2SO4Drum?,Chemical,true,false,false,Sulfuric Acid (H2SO4) - 200L Drum,H2SO4-200L-DR,#N/A,#N/A,H2SO4-200L-DR,#N/A,200L-DR
#N/A,false,Allowed,#N/A,#N/A,Service,true,false,false,Installation Fee,Install-Fee,#N/A,#N/A,Install-Fee,#N/A,#N/A
Switchgear Bay,false,Allowed,#N/A,#N/A,Generator Set,true,true,false,Load Breaker,LBRK,Each,#N/A,LBRK,Bundle,EACH
Switchgear Bay,false,Allowed,#N/A,#N/A,Generator Set,true,true,false,Low Voltage - Generator Breaker,LVGBRK,Each,#N/A,LVGBRK,Bundle,EACH
#N/A,false,#N/A,"To assess the generator’s cooling and ventilation needs, as well as the placement and anchoring of the generator.",#N/A,Service,true,false,false,Mechanical Engineer,Mechanical-Engineer,#N/A,#N/A,Mechanical-Engineer,#N/A,#N/A
MiscGen,false,#N/A,"Includes bolts, nuts, washers for securing the generator to the foundation. Also includes Anchor Kit & Anti-Vibration Pads.",#N/A,#N/A,true,false,false,Mounting Hardware,Mounting-Hardware,#N/A,#N/A,Mounting-Hardware,#N/A,#N/A
#N/A,false,Allowed,Maintenance Visits,/resource/1743026693000/MaintenanceVisit?,#N/A,true,true,true,Maintenance Visit,MV,#N/A,#N/A,MV,#N/A,#N/A
Switchgear Bay,false,Allowed,#N/A,#N/A,Generator Set,true,true,false,Medium Voltage - Generator Breaker,MVGBRK,Each,#N/A,MVGBRK,Bundle,EACH
#N/A,false,Allowed,"A strong alkaline base, also known as caustic soda.",/resource/1743026914000/NaOHBag?,Chemical,true,false,false,Sodium Hydroxide (NaOH) - 25KG Bag,NaOH-25KG,#N/A,#N/A,NaOH-25KG,#N/A,25kg-BAG
#N/A,false,Allowed,"A strong alkaline base, also known as caustic soda.",/resource/1743026914000/NaOHBag?,Chemical,true,false,false,Sodium Hydroxide (NaOH) - 50KG Bag,NaOH-50KG,#N/A,#N/A,NaOH-50KG,#N/A,50kg-BAG
#N/A,false,Allowed,"A colorless gas with a pungent odor, used in various industrial processes.",/resource/1743025960000/NH3Cyl?,Chemical,true,false,false,Ammonia (NH3) - CYL,NH3-CYL,#N/A,#N/A,NH3-CYL,#N/A,CYL
#N/A,false,#N/A,Adjusts fuel cell voltage output to match system requirements,#N/A,Generator Set,true,true,false,DC-DC Converter,OPT-100,Each,#N/A,OPT-100,#N/A,EACH
#N/A,false,#N/A,Converts DC output to standard AC power,#N/A,Generator Set,true,true,false,DC-AC Inverter,OPT-101,Each,#N/A,OPT-101,#N/A,EACH
#N/A,false,#N/A,"Manages load balancing, shutdowns, and safety triggers",#N/A,Generator Set,true,true,false,Power Management System,OPT-102,Each,#N/A,OPT-102,#N/A,EACH
#N/A,false,#N/A,"Connectivity via Ethernet, LTE, or Wi-Fi for real-time diagnostics",#N/A,Generator Set,true,true,false,Remote Monitoring Module,OPT-103,Each,#N/A,OPT-103,#N/A,EACH
#N/A,false,#N/A,Logs performance data for maintenance and analysis,#N/A,Generator Set,true,true,false,Data Logging Unit,OPT-104,Each,#N/A,OPT-104,#N/A,EACH
#N/A,false,#N/A,Provides initial power before fuel cell ramps up,#N/A,Generator Set,true,true,false,Startup Battery,OPT-105,Each,#N/A,OPT-105,#N/A,EACH
#N/A,false,#N/A,High-pressure hydrogen tank for extended operation,#N/A,#N/A,true,true,false,Hydrogen Storage Tank - 350 bar,OPT-106,Each,#N/A,OPT-106,#N/A,EACH
#N/A,false,#N/A,Ultra-high-pressure hydrogen storage,#N/A,#N/A,true,true,false,Hydrogen Storage Tank - 700 bar,OPT-107,Each,#N/A,OPT-107,#N/A,EACH
#N/A,false,#N/A,Converts natural gas into hydrogen-rich gas for fuel cells,#N/A,Generator Set,true,true,false,Natural Gas Reformer,OPT-108,Each,#N/A,OPT-108,#N/A,EACH
#N/A,false,#N/A,Removes impurities to protect the fuel cell stack,#N/A,Generator Set,true,true,false,Fuel Quality Filtration Kit,OPT-109,Each,#N/A,OPT-109,#N/A,EACH
#N/A,false,#N/A,Cleans internal moisture and gas impurities,#N/A,Generator Set,true,true,false,Automatic Purge Valves,OPT-110,Each,#N/A,OPT-110,#N/A,EACH
#N/A,false,#N/A,Integrated thermal management system,#N/A,Generator Set,true,true,false,Radiator + Fan Assembly,OPT-111,Each,#N/A,OPT-111,#N/A,EACH
#N/A,false,#N/A,Active chiller and coolant loop for temperature regulation,#N/A,Generator Set,true,true,false,Coolant Circulation System,OPT-112,Each,#N/A,OPT-112,#N/A,EACH
#N/A,false,#N/A,Warms fluid lines for cold start reliability,#N/A,Generator Set,true,true,false,Coolant Preheater,OPT-113,Each,#N/A,OPT-113,#N/A,EACH
#N/A,false,Allowed,A substance that initiates or accelerates the polymerization process.,/resource/1743026820000/PC500Pail?,Chemical,true,false,false,Polymerization Catalyst (PC-500) - 5KG Pail,PC-500-5KG,#N/A,#N/A,PC-500-5KG,#N/A,5KG-PAIL
SWG,false,Allowed,"Designed for mission-critical reliability, this digital paralleling switchgear automatically synchronizes and manages load sharing across multiple generator sets to ensure uninterrupted power delivery.",/resource/switchgear?,Generator Set,true,true,false,PowerControl - Paralleling Switchgear,PCSWG,Each,#N/A,PCSWG,Bundle,EACH
#N/A,false,Allowed,A versatile thermoplastic polymer known for its durability and flexibility.,/resource/1743026787000/PE1000Bag?,Chemical,true,false,false,Polyethylene (PE-1000) - 25KG Bag,PE-1000-25KG,#N/A,#N/A,PE-1000-25KG,#N/A,25kg-BAG
#N/A,false,#N/A,"A complex emissions control module, including the Selective Catalytic Reduction (SCR) system and muffler, required for EPA compliance.",#N/A,Generator Set,true,true,true,Final Exhaust After-treatment System,PM-EXH-T4F,Each,#N/A,PM-EXH-T4F,#N/A,EACH
#N/A,false,Allowed,"Remote diagnostic services that use GPS or telematics systems to monitor the performance, health, and location of the skid steer in real-time. Alerts are sent to the owner or the service provider when maintenance is required or issues are detected.",/resource/1743026855000/RemoteMonitoring?,#N/A,true,true,true,Remote Monitoring Services,Remote-Monitoring,#N/A,#N/A,Remote-Monitoring,#N/A,#N/A
#N/A,false,Allowed,"Durable oil filter engineered to trap contaminants, protect your engine, and extend the life of your vehicle with optimal filtration efficiency.",/resource/1743026721000/OilFilter?,#N/A,true,false,false,Oil Filter,RHO-ENG-022,#N/A,#N/A,RHO-ENG-022,#N/A,#N/A
#N/A,false,Allowed,#N/A,/resource/1743027371000/BadgerOil?,#N/A,true,false,false,Synthetic Engine Oil,RLM-SW-40,#N/A,#N/A,RLM-SW-40,#N/A,#N/A
#N/A,false,Allowed,"-Extended Warranty
-20% discount on parts
-1 maintenance visit
-10% discount on ALL labor",/resource/1743026881000/ServiceContract?,#N/A,true,true,false,Service Contract,SC-GOLD,#N/A,#N/A,SC-GOLD,Bundle,#N/A
#N/A,false,Allowed,Test Subscription Product,#N/A,Software,true,true,false,Subscription,SUB,Each,#N/A,SUB,#N/A,#N/A
#N/A,false,Allowed,A white pigment that provides opacity and UV protection.,/resource/1743027413000/TiO21000kg?,Chemical,true,false,false,Titanium Dioxide (TiO2-500) - 1000KG Sack,TiO2-500-1000KG,#N/A,#N/A,TiO2-500-1000KG,#N/A,1000KG-Sack
#N/A,false,Allowed,A white pigment that provides opacity and UV protection.,/resource/1743027446000/TiO2Bag?,Chemical,true,false,false,Titanium Dioxide (TiO2-500) - 25KG Bag,TiO2-500-25KG,#N/A,#N/A,TiO2-500-25KG,#N/A,25kg-BAG
#N/A,false,Allowed,An aromatic hydrocarbon solvent used for its dissolving properties.,/resource/1743027490000/TOL100IBC?,Chemical,true,false,false,Toluene (TOL-100) - 1000L IBC,TOL-100-1000L,#N/A,#N/A,TOL-100-1000L,#N/A,1000L-IBC
#N/A,false,Allowed,An aromatic hydrocarbon solvent used for its dissolving properties.,/resource/1743027524000/TOL100Drum?,Chemical,true,false,false,Toluene (TOL-100) - 200L Drum,TOL-100-200L,#N/A,#N/A,TOL-100-200L,#N/A,200L-DR
Buckets PC,false,Allowed,"Make quick work of all your trenching jobs whether they're water, power and telecommunications or sewer and drainage projects. Add more depth to your Bobcat machine by adding a trenching bucket for those tough jobs.",/resource/1743027615000/TrenchingBucket?,#N/A,true,true,false,Trenching Bucket,TRENCHING-BUCKET,#N/A,#N/A,TRENCHING-BUCKET,#N/A,#N/A
#N/A,false,Allowed,A chemical compound that protects polymers from ultraviolet light degradation.,/resource/1743027667000/UV2000Bag?,Chemical,true,false,false,UV Stabilizer (UV-2000) - 25KG Bag,UV-2000-25KG,#N/A,#N/A,UV-2000-25KG,#N/A,25kg-BAG
#N/A,false,Allowed,Maintenance coverage for basic machine wear.,/resource/1743026252000/Warranty?,#N/A,true,true,true,Standard Year Warranty,WARR-STD-1YR,#N/A,#N/A,WARR-STD-1YR,#N/A,#N/A
#N/A,false,Allowed,"A mixture of xylene isomers, used as a solvent in various industries.",/resource/1743027700000/XYL200IBC?,Chemical,true,false,false,Xylene (XYL-200) - 1000L IBC,XYL-200-1000L,#N/A,#N/A,XYL-200-1000L,#N/A,1000L-IBC
#N/A,false,Allowed,"A mixture of xylene isomers, used as a solvent in various industries.",/resource/1743027733000/XYL200Drum?,Chemical,true,false,false,Xylene (XYL-200) - 200L Drum,XYL-200-200L,#N/A,#N/A,XYL-200-200L,#N/A,200L-DR
