$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.Name,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.Name,ProductComponentGroup.Code,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
#N/A;FESBA_L016-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L016-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,171,#N/A
#N/A;FESBA_L017-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L017-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,172,#N/A
#N/A;FESBA_L018-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L018-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,173,#N/A
#N/A;FESBA_L019-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L019-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,174,#N/A
#N/A;FESBA_L020-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L020-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,175,#N/A
#N/A;FESBA_L021-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L021-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,176,#N/A
#N/A;FESBA_L022-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L022-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,177,#N/A
#N/A;FESBA_L023-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L023-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,180,#N/A
#N/A;FESBA_L024-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L024-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,182,#N/A
#N/A;FESBA_L025-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L025-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,181,#N/A
#N/A;FESBA_L026-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L026-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,164,#N/A
#N/A;FESBA_L027-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L027-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,165,#N/A
#N/A;FESBA_L028-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L028-2,#N/A,BundleComponent,#N/A,false,false,true,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,183,#N/A
#N/A;FESBA_L038-2;FESBA-FRD;Testing;Bundle to Bundle Component Relationship,FESBA_L038-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Testing,Bundle to Bundle Component Relationship,1,Proportional,#N/A,178,#N/A
#N/A;FESBA_L050-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L050-2,#N/A,BundleComponent,#N/A,true,false,true,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,207,#N/A
#N/A;FESBA_L051-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L051-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,217,#N/A
#N/A;FESBA_L052-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L052-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,209,#N/A
#N/A;FESBA_L057-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L057-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,204,#N/A
#N/A;FESBA_L068-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L068-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,210,#N/A
#N/A;FESBA_L069-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L069-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,212,#N/A
#N/A;FESBA_L070-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L070-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,218,#N/A
#N/A;FESBA_L071-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L071-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,214,#N/A
#N/A;FESBA_L072-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L072-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,206,#N/A
#N/A;FESBA_L073-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L073-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,216,#N/A
#N/A;FESBA_L074-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L074-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,211,#N/A
#N/A;FESBA_L114-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L114-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,208,#N/A
#N/A;FESBA_L115-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L115-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,205,#N/A
#N/A;FESBA_L136-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L136-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,213,#N/A
#N/A;FESBA_L182-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L182-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,184,#N/A
#N/A;FESBA_L183-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L183-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,185,#N/A
#N/A;FESBA_L184-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L184-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,186,#N/A
#N/A;FESBA_L185-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L185-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,187,#N/A
#N/A;FESBA_L186-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L186-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,188,#N/A
#N/A;FESBA_L187-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L187-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,189,#N/A
#N/A;FESBA_L188-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L188-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,190,#N/A
#N/A;FESBA_L189-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L189-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,191,#N/A
#N/A;FESBA_L190-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L190-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,192,#N/A
#N/A;FESBA_L191-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L191-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,193,#N/A
#N/A;FESBA_L192-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L192-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,194,#N/A
#N/A;FESBA_L245-2;FESBA-FRD;Literature Language;Bundle to Bundle Component Relationship,FESBA_L245-2,#N/A,BundleComponent,#N/A,true,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,#N/A,215,#N/A
#N/A;FESBA_L250-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L250-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,195,#N/A
#N/A;FESBA_L251-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L251-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,196,#N/A
#N/A;FESBA_L252-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L252-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,197,#N/A
#N/A;FESBA_L253-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L253-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,198,#N/A
#N/A;FESBA_L254-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L254-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,199,#N/A
#N/A;FESBA_L255-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L255-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,200,#N/A
#N/A;FESBA_L256-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L256-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,201,#N/A
#N/A;FESBA_L257-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L257-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,202,#N/A
#N/A;FESBA_L258-2;FESBA-FRD;Warranty;Bundle to Bundle Component Relationship,FESBA_L258-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Warranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,203,#N/A
#N/A;FESBA_NOENC;FESBA-FRD;Enclosure;Bundle to Bundle Component Relationship,FESBA_NOENC,#N/A,BundleComponent,#N/A,true,false,true,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,#N/A,240,#N/A
#N/A;FESBA_R002-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R002-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,9,#N/A
#N/A;FESBA_R003-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R003-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,7,#N/A
#N/A;FESBA_R023-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R023-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,8,#N/A
#N/A;FESBA_R099-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R099-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,6,#N/A
#N/A;FESBA_R107-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R107-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,11,#N/A
#N/A;FESBA_R114-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R114-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,10,#N/A
#N/A;FESBA_R130-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R130-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,14,#N/A
#N/A;FESBA_R132-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R132-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,13,#N/A
#N/A;FESBA_R144-2;FESBA-FRD;Voltage Connection;Bundle to Bundle Component Relationship,FESBA_R144-2,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Voltage Connection,Bundle to Bundle Component Relationship,1,Proportional,#N/A,12,#N/A
#N/A;FESBA_S1ENC;FESBA-FRD;Enclosure;Bundle to Bundle Component Relationship,FESBA_S1ENC,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,#N/A,242,#N/A
#N/A;FESBA_S2ENC;FESBA-FRD;Enclosure;Bundle to Bundle Component Relationship,FESBA_S2ENC,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,#N/A,243,#N/A
#N/A;FESBA_S3ENC;FESBA-FRD;Enclosure;Bundle to Bundle Component Relationship,FESBA_S3ENC,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,#N/A,244,#N/A
#N/A;FESBA_WHENC;FESBA-FRD;Enclosure;Bundle to Bundle Component Relationship,FESBA_WHENC,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,#N/A,241,#N/A
#N/A;Generator-Conduit;FESBA-FRD;Misc;Bundle to Bundle Component Relationship,Generator-Conduit,#N/A,BundleComponent,#N/A,false,false,false,true,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Misc,Bundle to Bundle Component Relationship,1,#N/A,#N/A,3,#N/A
#N/A;Generator-Wiring;FESBA-FRD;Misc;Bundle to Bundle Component Relationship,Generator-Wiring,#N/A,BundleComponent,#N/A,false,false,false,true,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Misc,Bundle to Bundle Component Relationship,1,#N/A,#N/A,2,#N/A
#N/A;GP-Bucket;414LP-KAA-E-SSL;Attachments;Bundle to Bundle Component Relationship,GP-Bucket,#N/A,BundleComponent,#N/A,false,false,true,false,#N/A,#N/A,414LP-KAA-E-SSL,Bundle,#N/A,Attachments,Bundle to Bundle Component Relationship,1,Proportional,#N/A,10,#N/A
#N/A;GPST;414LP-KAA-E-SSL;Subscription;Bundle to Bundle Component Relationship,GPST,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,414LP-KAA-E-SSL,Bundle,#N/A,Subscription,Bundle to Bundle Component Relationship,1,Proportional,#N/A,10,#N/A
#N/A;Install-Fee;FESBA-FRD;Installation;Bundle to Bundle Component Relationship,Install-Fee,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Installation,Bundle to Bundle Component Relationship,1,Proportional,#N/A,1,#N/A
#N/A;Mechanical-Engineer;FESBA-FRD;Installation;Bundle to Bundle Component Relationship,Mechanical-Engineer,#N/A,BundleComponent,#N/A,false,false,false,true,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Installation,Bundle to Bundle Component Relationship,10,#N/A,#N/A,4,#N/A
#N/A;Mounting-Hardware;FESBA-FRD;Misc;Bundle to Bundle Component Relationship,Mounting-Hardware,#N/A,BundleComponent,#N/A,false,false,false,true,#N/A,#N/A,FESBA-FRD,Bundle,#N/A,Misc,Bundle to Bundle Component Relationship,1,#N/A,#N/A,1,#N/A
#N/A;MV;SC-GOLD;Included Entitlements;Bundle to Bundle Component Relationship,MV,#N/A,BundleComponent,#N/A,false,true,true,true,#N/A,#N/A,SC-GOLD,Bundle,#N/A,Included Entitlements,Bundle to Bundle Component Relationship,1,#N/A,#N/A,30,#N/A
#N/A;OPT-100;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-100,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,1,EACH
#N/A;OPT-101;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-101,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,2,EACH
#N/A;OPT-102;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-102,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,3,EACH
#N/A;OPT-103;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-103,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,4,EACH
#N/A;OPT-104;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-104,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,5,EACH
#N/A;OPT-105;FUCEL;EC PCG;Bundle to Bundle Component Relationship,OPT-105,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,EC PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,6,EACH
#N/A;OPT-106;FUCEL;FSS PCG;Bundle to Bundle Component Relationship,OPT-106,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,FSS PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,1,EACH
#N/A;OPT-107;FUCEL;FSS PCG;Bundle to Bundle Component Relationship,OPT-107,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,FSS PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,2,EACH
#N/A;OPT-108;FUCEL;FSS PCG;Bundle to Bundle Component Relationship,OPT-108,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,FSS PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,3,EACH
#N/A;OPT-109;FUCEL;FSS PCG;Bundle to Bundle Component Relationship,OPT-109,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,FSS PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,4,EACH
#N/A;OPT-110;FUCEL;FSS PCG;Bundle to Bundle Component Relationship,OPT-110,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,FSS PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,5,EACH
#N/A;OPT-111;FUCEL;CTM PCG;Bundle to Bundle Component Relationship,OPT-111,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,CTM PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,1,EACH
#N/A;OPT-112;FUCEL;CTM PCG;Bundle to Bundle Component Relationship,OPT-112,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,CTM PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,2,EACH
#N/A;OPT-113;FUCEL;CTM PCG;Bundle to Bundle Component Relationship,OPT-113,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,FUCEL,Bundle,#N/A,CTM PCG,Bundle to Bundle Component Relationship,1,Proportional,Always,3,EACH
#N/A;Remote-Monitoring;SC-GOLD;Optional Entitlements;Bundle to Bundle Component Relationship,Remote-Monitoring,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,SC-GOLD,Bundle,#N/A,Optional Entitlements,Bundle to Bundle Component Relationship,1,#N/A,#N/A,10,#N/A
#N/A;TRENCHING-BUCKET;414LP-KAA-E-SSL;Attachments;Bundle to Bundle Component Relationship,TRENCHING-BUCKET,#N/A,BundleComponent,#N/A,false,false,false,false,#N/A,#N/A,414LP-KAA-E-SSL,Bundle,#N/A,Attachments,Bundle to Bundle Component Relationship,1,Proportional,#N/A,30,#N/A
#N/A;WARR-STD-1YR;414LP-KAA-E-SSL;SkidSteerWarranty;Bundle to Bundle Component Relationship,WARR-STD-1YR,#N/A,BundleComponent,#N/A,true,false,true,false,#N/A,#N/A,414LP-KAA-E-SSL,Bundle,#N/A,SkidSteerWarranty,Bundle to Bundle Component Relationship,1,Proportional,#N/A,10,#N/A
Switchgear Bay;#N/A;PCSWG;SWGB PCG;Bundle to Product Classification Component Relationship,#N/A,Switchgear Bay,ClassificationComponent,#N/A,true,false,false,false,#N/A,#N/A,PCSWG,Bundle,#N/A,SWGB PCG,Bundle to Product Classification Component Relationship,1,Proportional,Always,1,#N/A
