$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.Code,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
;PROD-630070740;PROD-1533783581;PCG-PROD-1533783581-STD;Bundle to Bundle Component Relationship,PROD-630070740,,BundleComponent,,true,false,true,false,,,PROD-1533783581,Bundle,,PCG-PROD-1533783581-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-65259457;PROD-1593141905;PCG-PROD-1593141905-STD;Bundle to Bundle Component Relationship,PROD-65259457,,BundleComponent,,true,false,true,false,,,PROD-1593141905,Bundle,,PCG-PROD-1593141905-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-657569692;PROD-279707357;PCG-PROD-279707357-STD;Bundle to Bundle Component Relationship,PROD-657569692,,BundleComponent,,true,false,true,false,,,PROD-279707357,Bundle,,PCG-PROD-279707357-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-6630506;PROD-1472536093;PCG-PROD-1472536093-STD;Bundle to Bundle Component Relationship,PROD-6630506,,BundleComponent,,true,false,true,false,,,PROD-1472536093,Bundle,,PCG-PROD-1472536093-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-670848332;PROD-1941355444;PCG-PROD-1941355444-STD;Bundle to Bundle Component Relationship,PROD-670848332,,BundleComponent,,true,false,true,false,,,PROD-1941355444,Bundle,,PCG-PROD-1941355444-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-683520187;PROD-356310368;PCG-PROD-356310368-STD;Bundle to Bundle Component Relationship,PROD-683520187,,BundleComponent,,true,false,true,false,,,PROD-356310368,Bundle,,PCG-PROD-356310368-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-689623762;PROD-159863330;PCG-PROD-159863330-STD;Bundle to Bundle Component Relationship,PROD-689623762,,BundleComponent,,true,false,true,false,,,PROD-159863330,Bundle,,PCG-PROD-159863330-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-697645794;PROD-544673184;PCG-PROD-544673184-STD;Bundle to Bundle Component Relationship,PROD-697645794,,BundleComponent,,true,false,true,false,,,PROD-544673184,Bundle,,PCG-PROD-544673184-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-711527748;PROD-1809409779;PCG-PROD-1809409779-STD;Bundle to Bundle Component Relationship,PROD-711527748,,BundleComponent,,true,false,true,false,,,PROD-1809409779,Bundle,,PCG-PROD-1809409779-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-720237395;PROD-1066573967;PCG-PROD-1066573967-STD;Bundle to Bundle Component Relationship,PROD-720237395,,BundleComponent,,true,false,true,false,,,PROD-1066573967,Bundle,,PCG-PROD-1066573967-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-755090702;PROD-1609709205;PCG-PROD-1609709205-STD;Bundle to Bundle Component Relationship,PROD-755090702,,BundleComponent,,true,false,true,false,,,PROD-1609709205,Bundle,,PCG-PROD-1609709205-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-764576755;PROD-597705628;PCG-PROD-597705628-STD;Bundle to Bundle Component Relationship,PROD-764576755,,BundleComponent,,true,false,true,false,,,PROD-597705628,Bundle,,PCG-PROD-597705628-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-775691186;PROD-604480020;PCG-PROD-604480020-STD;Bundle to Bundle Component Relationship,PROD-775691186,,BundleComponent,,true,false,true,false,,,PROD-604480020,Bundle,,PCG-PROD-604480020-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-77740090;PROD-1776230868;PCG-PROD-1776230868-STD;Bundle to Bundle Component Relationship,PROD-77740090,,BundleComponent,,true,false,true,false,,,PROD-1776230868,Bundle,,PCG-PROD-1776230868-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-781554326;PROD-1008704562;PCG-PROD-1008704562-STD;Bundle to Bundle Component Relationship,PROD-781554326,,BundleComponent,,true,false,true,false,,,PROD-1008704562,Bundle,,PCG-PROD-1008704562-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-784779396;PROD-1153963439;PCG-PROD-1153963439-STD;Bundle to Bundle Component Relationship,PROD-784779396,,BundleComponent,,true,false,true,false,,,PROD-1153963439,Bundle,,PCG-PROD-1153963439-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-789058761;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-789058761,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-795190764;PROD-1324161108;PCG-PROD-1324161108-STD;Bundle to Bundle Component Relationship,PROD-795190764,,BundleComponent,,true,false,true,false,,,PROD-1324161108,Bundle,,PCG-PROD-1324161108-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-799314932;PROD-630065671;PCG-PROD-630065671-STD;Bundle to Bundle Component Relationship,PROD-799314932,,BundleComponent,,true,false,true,false,,,PROD-630065671,Bundle,,PCG-PROD-630065671-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-828674135;PROD-1298719794;PCG-PROD-1298719794-STD;Bundle to Bundle Component Relationship,PROD-828674135,,BundleComponent,,true,false,true,false,,,PROD-1298719794,Bundle,,PCG-PROD-1298719794-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-84107093;PROD-409095263;PCG-PROD-409095263-STD;Bundle to Bundle Component Relationship,PROD-84107093,,BundleComponent,,true,false,true,false,,,PROD-409095263,Bundle,,PCG-PROD-409095263-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-844684431;PROD-498531761;PCG-PROD-498531761-STD;Bundle to Bundle Component Relationship,PROD-844684431,,BundleComponent,,true,false,true,false,,,PROD-498531761,Bundle,,PCG-PROD-498531761-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-860612882;PROD-1160394163;PCG-PROD-1160394163-STD;Bundle to Bundle Component Relationship,PROD-860612882,,BundleComponent,,true,false,true,false,,,PROD-1160394163,Bundle,,PCG-PROD-1160394163-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-86201530;PROD-781554326;PCG-PROD-781554326-STD;Bundle to Bundle Component Relationship,PROD-86201530,,BundleComponent,,true,false,true,false,,,PROD-781554326,Bundle,,PCG-PROD-781554326-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-890173745;PROD-1593141905;PCG-PROD-1593141905-STD;Bundle to Bundle Component Relationship,PROD-890173745,,BundleComponent,,true,false,true,false,,,PROD-1593141905,Bundle,,PCG-PROD-1593141905-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-915112779;PROD-6630506;PCG-PROD-6630506-STD;Bundle to Bundle Component Relationship,PROD-915112779,,BundleComponent,,true,false,true,false,,,PROD-6630506,Bundle,,PCG-PROD-6630506-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-942049373;PROD-1766568232;PCG-PROD-1766568232-STD;Bundle to Bundle Component Relationship,PROD-942049373,,BundleComponent,,true,false,true,false,,,PROD-1766568232,Bundle,,PCG-PROD-1766568232-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-950775878;PROD-1563341377;PCG-PROD-1563341377-STD;Bundle to Bundle Component Relationship,PROD-950775878,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,PCG-PROD-1563341377-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-9614201;PROD-1427074895;PCG-PROD-1427074895-STD;Bundle to Bundle Component Relationship,PROD-9614201,,BundleComponent,,true,false,true,false,,,PROD-1427074895,Bundle,,PCG-PROD-1427074895-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-961586782;PROD-1289692484;PCG-PROD-1289692484-STD;Bundle to Bundle Component Relationship,PROD-961586782,,BundleComponent,,true,false,true,false,,,PROD-1289692484,Bundle,,PCG-PROD-1289692484-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-970871438;PROD-409095263;PCG-PROD-409095263-STD;Bundle to Bundle Component Relationship,PROD-970871438,,BundleComponent,,true,false,true,false,,,PROD-409095263,Bundle,,PCG-PROD-409095263-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-988309468;PROD-1977133047;PCG-PROD-1977133047-STD;Bundle to Bundle Component Relationship,PROD-988309468,,BundleComponent,,true,false,true,false,,,PROD-1977133047,Bundle,,PCG-PROD-1977133047-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-990828007;PROD-2116311267;PCG-PROD-2116311267-STD;Bundle to Bundle Component Relationship,PROD-990828007,,BundleComponent,,true,false,true,false,,,PROD-2116311267,Bundle,,PCG-PROD-2116311267-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
